family,Category,rating,id,weights,styles,connotations,character,available_fonts
Noto Serif,serif,39,noto-serif,"400,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"NotoSerifMyanmar-Thin,NotoSerifTC,NotoSerifKhmer,NotoSerifDogra-Regular,NotoSerifTangut-Regular,NotoSerifDevanagari,NotoSerifMyanmar-Black,NotoSerifKannada,NotoSerif-BoldItalic,NotoSerif-Regular,NotoSerifEthiopic,NotoSerifMyanmar-Bold,NotoSerifGeorgian,NotoSerifTelugu,NotoSerifSinhala,NotoSerifArmenian,NotoSerifOriya,NotoSerifJP,NotoSerifYezidi,NotoSerifHebrew,NotoSerifGrantha-Regular,NotoSerifMyanmar-ExtraBold,NotoSerifTamil,NotoSerifSC,NotoSerifKR,NotoSerifHK,NotoSerifTibetan,NotoSerifAhom-Regular,NotoSerifTamil-Italic,NotoSerifThai,NotoSerifDisplay-Italic,NotoSerifBalinese-Regular,NotoSerifDisplay,NotoSerif-Italic,NotoSerifMyanmar-Medium,NotoSerif-Bold,NotoSerifNPHmong,NotoSerifGurmukhi,NotoSerifMyanmar-Light,NotoSerifLao,NotoSerifToto,NotoSerifGujarati,NotoSerifNyiakengPuachueHmong,NotoSerifMyanmar-ExtraLight,NotoSerifMalayalam,NotoSerifMyanmar-Regular,NotoSerifBengali,NotoSerifKhojki,NotoSerifMyanmar-SemiBold"
Manrope,sans-serif,40,manrope,"200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Manrope
Libre Franklin,sans-serif,41,libre-franklin,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"LibreFranklin-Italic,LibreFranklin"
Karla,sans-serif,42,karla,"200,300,400,500,600,700,800","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Karla-Italic,KarlaTamilUpright-Regular,KarlaTamilUpright-Bold,Karla,KarlaTamilInclined-Bold,KarlaTamilInclined-Regular"
Josefin Sans,sans-serif,43,josefin-sans,"100,200,300,400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"JosefinSans-Italic,JosefinSans"
Nanum Gothic,sans-serif,44,nanum-gothic,"400,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NanumGothicCoding-Regular,NanumGothicCoding-Bold,NanumGothic-ExtraBold,NanumGothic-Bold,NanumGothic-Regular"
Hind Siliguri,sans-serif,45,hind-siliguri,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"HindSiliguri-Medium,HindSiliguri-Regular,HindSiliguri-SemiBold,HindSiliguri-Light,HindSiliguri-Bold"
Arimo,sans-serif,47,arimo,"400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Arimo-Italic,Arimo"
Libre Baskerville,serif,48,libre-baskerville,"400,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"LibreBaskerville-Italic,LibreBaskerville-Regular,LibreBaskerville-Bold"
Dosis,sans-serif,49,dosis,"200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Dosis
Bitter,serif,50,bitter,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Bitter,Bitter-Italic"
Source Serif Pro,serif,51,source-serif-pro,"200,300,400,600,700,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"SourceSerifPro-SemiBold,SourceSerifPro-ExtraLightItalic,SourceSerifPro-Light,SourceSerifPro-SemiBoldItalic,SourceSerifPro-ExtraLight,SourceSerifPro-Italic,SourceSerifPro-BoldItalic,SourceSerifPro-LightItalic,SourceSerifPro-Black,SourceSerifPro-Regular,SourceSerifPro-Bold,SourceSerifPro-BlackItalic"
Oxygen,sans-serif,53,oxygen,"300,400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Oxygen-Regular,Oxygen-Light,OxygenMono-Regular,Oxygen-Bold"
Bebas Neue,display,54,bebas-neue,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BebasNeue-Regular
Noto Sans SC,sans-serif,55,noto-sans-sc,"100,300,400,500,700,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSC
Cabin,sans-serif,56,cabin,"400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"CabinCondensed-Bold,Cabin,CabinSketch-Regular,CabinCondensed-SemiBold,CabinSketch-Bold,CabinCondensed-Medium,CabinCondensed-Regular,Cabin-Italic"
Source Code Pro,monospace,57,source-code-pro,"200,300,400,500,600,700,800,900","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"SourceCodePro,SourceCodePro-Italic"
Anton,sans-serif,58,anton,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"CroissantOne-Regular,Antonio,Anton-Regular"
Cairo,sans-serif,59,cairo,"200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Cairo,CairoPlayslnt"
Abel,sans-serif,60,abel,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"LaBelleAurore,Abel-Regular"
EB Garamond,serif,61,eb-garamond,"400,500,600,700,800","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"EBGaramond-Italic,EBGaramond"
Dancing Script,handwriting,62,dancing-script,"400,500,600,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,DancingScript
Prompt,sans-serif,63,prompt,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Prompt-ThinItalic,Prompt-BlackItalic,Prompt-ExtraLight,Prompt-MediumItalic,Prompt-BoldItalic,Prompt-Medium,Prompt-Light,Prompt-ExtraBold,Prompt-Thin,Prompt-LightItalic,Prompt-Bold,Prompt-SemiBold,Prompt-Regular,Prompt-ExtraLightItalic,Prompt-SemiBoldItalic,Prompt-ExtraBoldItalic,Prompt-Italic,Prompt-Black"
Lobster,display,64,lobster,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"LobsterTwo-Bold,LobsterTwo-Regular,LobsterTwo-BoldItalic,Lobster-Regular,LobsterTwo-Italic"
Barlow Condensed,sans-serif,65,barlow-condensed,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"BarlowCondensed-BoldItalic,BarlowCondensed-ThinItalic,BarlowCondensed-BlackItalic,BarlowCondensed-ExtraLight,BarlowCondensed-Thin,BarlowCondensed-Bold,BarlowCondensed-Light,BarlowCondensed-ExtraLightItalic,BarlowCondensed-Medium,BarlowCondensed-SemiBoldItalic,BarlowCondensed-MediumItalic,BarlowCondensed-LightItalic,BarlowCondensed-Italic,BarlowCondensed-Black,BarlowCondensed-Regular,BarlowCondensed-SemiBold,BarlowCondensed-ExtraBoldItalic,BarlowCondensed-ExtraBold"
Comfortaa,display,66,comfortaa,"300,400,500,600,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Comfortaa
Signika Negative,sans-serif,67,signika-negative,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"SignikaNegative,SignikaNegativeSC-Regular,SignikaNegativeSC-SemiBold,SignikaNegativeSC-Bold,SignikaNegativeSC-Light"
Hind,sans-serif,68,hind,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"HindVadodara-Light,HindJalandhar-Bold,HindMadurai-Regular,Hind-Light,Hind-Bold,HindKochi-SemiBold,HindColombo-Bold,HindGuntur-SemiBold,HindJalandhar-Medium,HindVadodara-Bold,HindSiliguri-Medium,HindKochi-Medium,Hind-SemiBold,HindGuntur-Light,HindVadodara-Regular,HindMadurai-SemiBold,HindSiliguri-Regular,HindSiliguri-SemiBold,HindMadurai-Light,HindJalandhar-SemiBold,HindMysuru-SemiBold,HindMysuru-Medium,HindSiliguri-Light,Hind-Regular,HindGuntur-Bold,HindVadodara-SemiBold,HindGuntur-Regular,HindKochi-Regular,HindColombo-Light,TiroDevanagariHindi-Regular,HindColombo-SemiBold,Hind-Medium,HindJalandhar-Light,HindVadodara-Medium,HindKochi-Bold,HindMysuru-Regular,TiroDevanagariHindi-Italic,HindMysuru-Light,HindMysuru-Bold,HindGuntur-Medium,HindColombo-Medium,HindJalandhar-Regular,HindMadurai-Bold,HindKochi-Light,HindColombo-Regular,HindMadurai-Medium,HindSiliguri-Bold"
Exo 2,sans-serif,69,exo-2,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Exo2,Exo2-Italic"
Maven Pro,sans-serif,70,maven-pro,"400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"MavenProVFBeta,MavenPro"
Pacifico,handwriting,71,pacifico,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Pacifico-Regular
Rajdhani,sans-serif,72,rajdhani,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Rajdhani-Medium,Rajdhani-SemiBold,Rajdhani-Light,Rajdhani-Bold,Rajdhani-Regular"
Space Grotesk,sans-serif,73,space-grotesk,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,SpaceGrotesk
Varela Round,sans-serif,75,varela-round,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,VarelaRound-Regular
Crimson Text,serif,76,crimson-text,"400,600,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"CrimsonText-SemiBold,CrimsonText-Bold,CrimsonText-Regular,CrimsonText-SemiBoldItalic,CrimsonText-BoldItalic,CrimsonText-Italic"
Noto Serif JP,serif,77,noto-serif-jp,"200,300,400,500,600,700,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifJP
Fjalla One,sans-serif,78,fjalla-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,FjallaOne-Regular
Jost,sans-serif,79,jost,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Jost-Italic,Jost"
Archivo,sans-serif,80,archivo,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"ArchivoNarrow-Italic,Archivo,ArchivoBlack-Regular,ArchivoNarrow,Archivo-Italic"
Teko,sans-serif,81,teko,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Teko-Bold,Teko-Medium,Teko-SemiBold,Teko-Regular,Teko-Light"
Arvo,serif,83,arvo,"400,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Arvo-Regular,Arvo-Bold,Arvo-BoldItalic,CommissionerFLARVOLMslnt,Arvo-Italic"
Noto Sans HK,sans-serif,84,noto-sans-hk,"100,300,400,500,700,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansHK
Asap,sans-serif,85,asap,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"AsapCondensed-Light,AsapCondensed-LightItalic,AsapVFBeta-Italic,AsapCondensed-ExtraLightItalic,AsapCondensed-MediumItalic,Asap,AsapCondensed-ExtraBold,AsapCondensed-SemiBoldItalic,AsapCondensed-SemiBold,AsapCondensed-BoldItalic,AsapCondensed-Regular,AsapVFBeta,AsapCondensed-BlackItalic,AsapCondensed-ExtraLight,AsapCondensed-Italic,AsapCondensed-Medium,AsapCondensed-ExtraBoldItalic,AsapCondensed-Bold,AsapVFBeta-Condensed,Asap-Italic,AsapCondensed-Black"
Merriweather Sans,sans-serif,86,merriweather-sans,"300,400,500,600,700,800","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"MerriweatherSans-Italic,MerriweatherSans"
Assistant,sans-serif,87,assistant,"200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Assistant
Abril Fatface,display,88,abril-fatface,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,AbrilFatface-Regular
Public Sans,sans-serif,89,public-sans,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"PublicSans,PublicSans-Italic"
Caveat,handwriting,90,caveat,"400,500,600,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"CaveatBrush-Regular,Caveat"
Slabo 27px,serif,91,slabo-27px,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Slabo27px-Regular
Shadows Into Light,handwriting,92,shadows-into-light,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"ShadowsIntoLightTwo-Regular,ShadowsIntoLight"
Yanone Kaffeesatz,sans-serif,93,yanone-kaffeesatz,"200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,YanoneKaffeesatz
Satisfy,handwriting,94,satisfy,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Satisfy-Regular
Overpass,sans-serif,95,overpass,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"OverpassMono,Overpass-Italic,Overpass"
Fira Sans Condensed,sans-serif,97,fira-sans-condensed,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"FiraSansCondensed-Black,FiraSansCondensed-Regular,FiraSansCondensed-ExtraBold,FiraSansCondensed-Medium,FiraSansCondensed-Bold,FiraSansCondensed-Thin,FiraSansCondensed-SemiBoldItalic,FiraSansCondensed-ExtraLightItalic,FiraSansCondensed-MediumItalic,FiraSansCondensed-LightItalic,FiraSansCondensed-SemiBold,FiraSansCondensed-ExtraBoldItalic,FiraSansCondensed-Light,FiraSansCondensed-BoldItalic,FiraSansCondensed-Italic,FiraSansCondensed-ExtraLight,FiraSansCondensed-ThinItalic,FiraSansCondensed-BlackItalic"
Cormorant Garamond,serif,98,cormorant-garamond,"300,400,500,600,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"CormorantGaramond-Italic,CormorantGaramond-BoldItalic,CormorantGaramond-LightItalic,CormorantGaramond-Light,CormorantGaramond-SemiBold,CormorantGaramond-MediumItalic,CormorantGaramond-Regular,CormorantGaramond-Bold,CormorantGaramond-SemiBoldItalic,CormorantGaramond-Medium"
Hind Madurai,sans-serif,99,hind-madurai,"300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"HindMadurai-Regular,HindMadurai-SemiBold,HindMadurai-Light,HindMadurai-Bold,HindMadurai-Medium"
Righteous,display,101,righteous,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Righteous-Regular
Red Hat Display,sans-serif,102,red-hat-display,"300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"RedHatDisplay,RedHatDisplay-Italic"
Tajawal,sans-serif,103,tajawal,"200,300,400,500,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Tajawal-ExtraBold,Tajawal-Light,Tajawal-Bold,Tajawal-ExtraLight,Tajawal-Regular,Tajawal-Medium,Tajawal-Black"
Secular One,sans-serif,104,secular-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,SecularOne-Regular
IBM Plex Mono,monospace,105,ibm-plex-mono,"100,200,300,400,500,600,700","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"IBMPlexMono-Thin,IBMPlexMono-Bold,IBMPlexMono-MediumItalic,IBMPlexMono-BoldItalic,IBMPlexMono-Medium,IBMPlexMono-ExtraLight,IBMPlexMono-ExtraLightItalic,IBMPlexMono-ThinItalic,IBMPlexMono-Regular,IBMPlexMono-Light,IBMPlexMono-Italic,IBMPlexMono-SemiBold,IBMPlexMono-SemiBoldItalic,IBMPlexMono-LightItalic"
Play,sans-serif,106,play,"400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"MajorMonoDisplay-Regular,SedgwickAveDisplay-Regular,RuslanDisplay,BigShouldersStencilDisplay,PlayfairDisplaySC-BoldItalic,RedHatDisplay,DMSerifDisplay-Italic,WixMadeforDisplay,PuppiesPlay-Regular,LibreCaslonDisplay-Regular,PlayfairDisplaySC-Black,GildaDisplay-Regular,PlayfairDisplaySC-Italic,Playball-Regular,RedHatDisplay-Italic,PlayfairDisplaySC-Regular,PlayfairDisplaySC-Bold,NotoSerifDisplay-Italic,NotoSerifDisplay,DMSerifDisplay-Regular,Play-Regular,CairoPlayslnt,PlayfairDisplay-Italic,PlayfairDisplaySC-BlackItalic,AlmendraDisplay-Regular,Play-Bold,BigShouldersDisplay,NotoSansDisplay,NotoSansDisplay-Italic,BigShouldersInlineDisplay,PlayfairDisplay"
Zilla Slab,serif,107,zilla-slab,"300,400,500,600,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"ZillaSlab-MediumItalic,ZillaSlab-LightItalic,ZillaSlab-Bold,ZillaSlabHighlight-Regular,ZillaSlab-Italic,ZillaSlab-BoldItalic,ZillaSlab-Medium,ZillaSlab-Light,ZillaSlabHighlight-Bold,ZillaSlab-SemiBoldItalic,ZillaSlab-SemiBold,ZillaSlab-Regular"
Indie Flower,handwriting,108,indie-flower,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,IndieFlower-Regular
Catamaran,sans-serif,109,catamaran,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Catamaran
Noto Sans Arabic,sans-serif,111,noto-sans-arabic,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansArabicUI,NotoSansArabic"
Barlow Semi Condensed,sans-serif,112,barlow-semi-condensed,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"BarlowSemiCondensed-Black,BarlowSemiCondensed-Regular,BarlowSemiCondensed-Italic,BarlowSemiCondensed-ExtraBold,BarlowSemiCondensed-LightItalic,BarlowSemiCondensed-ExtraBoldItalic,BarlowSemiCondensed-Thin,BarlowSemiCondensed-Bold,BarlowSemiCondensed-ExtraLightItalic,BarlowSemiCondensed-MediumItalic,BarlowSemiCondensed-SemiBoldItalic,BarlowSemiCondensed-ThinItalic,BarlowSemiCondensed-Medium,BarlowSemiCondensed-Light,BarlowSemiCondensed-SemiBold,BarlowSemiCondensed-ExtraLight,BarlowSemiCondensed-BlackItalic,BarlowSemiCondensed-BoldItalic"
Sarabun,sans-serif,113,sarabun,"100,200,300,400,500,600,700,800","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Sarabun-Italic,Sarabun-ExtraLightItalic,Sarabun-ExtraBold,Sarabun-ExtraLight,Sarabun-Thin,Sarabun-ThinItalic,Sarabun-BoldItalic,Sarabun-Regular,Sarabun-Bold,Sarabun-SemiBold,Sarabun-SemiBoldItalic,Sarabun-Medium,Sarabun-ExtraBoldItalic,Sarabun-Light,Sarabun-LightItalic,Sarabun-MediumItalic"
Exo,sans-serif,114,exo,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Exo2,Exo2-Italic,Exo,Exo-Italic"
Lilita One,display,115,lilita-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,LilitaOne-Regular
Questrial,sans-serif,116,questrial,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Questrial-Regular
IBM Plex Serif,serif,117,ibm-plex-serif,"100,200,300,400,500,600,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"IBMPlexSerif-ExtraLight,IBMPlexSerif-Regular,IBMPlexSerif-ExtraLightItalic,IBMPlexSerif-ThinItalic,IBMPlexSerif-BoldItalic,IBMPlexSerif-SemiBold,IBMPlexSerif-Italic,IBMPlexSerif-Medium,IBMPlexSerif-Light,IBMPlexSerif-Thin,IBMPlexSerif-SemiBoldItalic,IBMPlexSerif-MediumItalic,IBMPlexSerif-LightItalic,IBMPlexSerif-Bold"
