family,Category,rating,id,weights,styles,connotations,character,available_fonts,fam_lower,year,description,keywords,designer
Sigmar One,display,309,sigmar-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,SigmarOne-Regular,sigmarone,2011.0,"Sigmar is a casual, display specific webfont. It's design is based upon various fonts found in mid twentieth century pulp magazine advertising.","{'casual', 'various', 'specific'}",['Vernon Adams']
Khula,sans-serif,310,khula,"300,400,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Khula-SemiBold,Khula-Bold,Khula-Light,Khula-ExtraBold,Khula-Regular",khula,2010.0,"
Khula (खुला) is a contemporary text Devanagari typeface family designed by Erin McLaughlin as a compliment to Open Sans, a Latin family designed by Steve Matteson.
Currently it has 5 weights and supports Hindi.


Thank you to Dave Crossland, Liang Hai, Vaishnavi Murthy, Sarang Kulkarni, Pablo Impallari, and all of the other Google Web Fonts contributors for your help with this project.
Continued thanks to Fiona Ross and Tobias Frere-Jones for your guidance and training.
Thanks to Miguel Sousa, Tal Leming, the RoboFont team, and the other font tool-makers who made this possible.
Thank you to AM, Cailin, and my family for their support.


This project is led by Erin McLaughlin, a type designed based in Wichita, USA.
To contribute, see Khula on GitHub.

","{'possible', 'contemporary'}",['Erin McLaughlin']
Bad Script,handwriting,311,bad-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,BadScript-Regular,badscript,2011.0,"Bad Script started from a simple six-letter logotype and developed into a separate font, supporting Latin and Cyrillic character sets. It was completely made using a tablet to imitate casual and neat handwriting. Designed to resemble the designer's own handwriting, while making it systematic and smooth. Designed by Roman Shchyukin from Gaslight.","{'casual', 'complete'}",['Gaslight']
Nanum Pen Script,handwriting,312,nanum-pen-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,NanumPenScript-Regular,nanumpenscript,2010.0,"The Nanum fonts (Korean : 나눔글꼴) are unicode fonts designed especially for
the Korean-language script, designed by Sandoll Communications
(Korean : 산돌 커뮤니케이션) and Fontrix (Korean : 폰트릭스). The publisher is
Naver. Nanum Pen Script is a contemporary pen script with a warm touch and is
expertly hinted for screen use.
","{'contemporary', 'special'}",['Sandoll Communication']
League Spartan,sans-serif,313,league-spartan,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,LeagueSpartan,leaguespartan,2020.0,"
League Spartan is The League Of Moveable Type's interpretation of Matt Bailey's Spartan, a typeface based on early 20th century American geometric sans serifs.

To contribute, see github.com/theleagueof/league-spartan.
",set(),"['Matt Bailey', 'Tyler Finck']"
Cinzel Decorative,display,314,cinzel-decorative,"400,700,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"CinzelDecorative-Black,CinzelDecorative-Bold,CinzelDecorative-Regular",cinzeldecorative,2012.0,"Cinzel is a typeface inspired in first century roman inscriptions, and based
on classical proportions. However it’s not a simple revivalism, while it
conveys all the ancient history of the latin alphabet it also merges a
contemporary feel onto it.
","{'classical', 'classic', 'contemporary'}",['Natanael Gama']
Unica One,display,315,unica-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,UnicaOne-Regular,unicaone,2012.0,"Unica One is a condensed unicase sans serif style. Good performance for
    composing headlines and short texts. Readbility and simplicity are some of the
    virtues of this unique typeface.
Since Junuary 2023, the glyphset is completed and and the font has a bigger language support
To contribute, see github.com/etunni/unica.
","{'bigger', 'complete'}",['Eduardo Tunni']
Cabin Condensed,sans-serif,316,cabin-condensed,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"CabinCondensed-Bold,CabinCondensed-SemiBold,CabinCondensed-Medium,CabinCondensed-Regular",cabincondensed,2016.0,"
This is the condensed set of styles of the Cabin font family.
The compete family is available as a variable font, with a Weight range from Regular to Bold, and a Width range from Normal to Condensed.

","{'variable', 'available'}",['Impallari Type']
Voltaire,sans-serif,317,voltaire,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Voltaire-Regular,voltaire,2011.0,"Voltaire is a low-contrast condensed semi-geometric style sans-serif. Voltaire is highly readable and will work from medium text sizes all the way up to larger display settings. Voltaire was inspired by 20th century Swedish posters whose letters  have similar forms.
Latest upgrade from January 2023 expands the Latin script language coverage and kerning added.
To contribute, see github.com/SorkinType/Voltaire.
","{'similar', 'readable', 'larger'}",['Yvonne Schüttler']
Adamina,serif,318,adamina,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Adamina-Regular,adamina,2011.0,"
Adamina is a typeface designed for text setting in small sizes. 
For this purpose the x-height is increased and contrast lowered. 
Proportions are transitional and compact. 
Refined design features like one-sided flaring and asymmetrical serifs are there to provide a pleasant reading experience.


Designed by Alexei Vanyashin for Cyreal.


To contribute to the project, visit github.com/cyrealtype/Adamina


Updated: January 2016 to Version 1.012, to correct GPOS table (enabling kerning.)

",{'transitional'},['Cyreal']
Monoton,display,319,monoton,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Monoton-Regular,monoton,2011.0,"Monoton is a contemporary take on metalpress fonts like, for example, 'Prisma' (originally designed in 1931 by Rudolf Koch.) Monoton is a pure display webfont designed to be used at font sizes above 30 points. Monoton has been designed to be used freely across the internet by web browsers on desktop computers, laptops and mobile devices.","{'contemporary', 'original'}",['Vernon Adams']
Economica,sans-serif,320,economica,"400,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Economica-BoldItalic,Economica-Bold,Economica-Regular,Economica-Italic",economica,2012.0,"Economica is the first digital typeface created in Montevideo, Uruguay, to be distributed internationally. The development of the typeface took most of 2007 and received the assistance of type design colleagues from all over Latin America. Economica has four basic styles: Regular, Bold, Italic and Bold Italic. It includes a comprehensive character set that lets you work with diverse European languages. This typeface family was designed for the output of inkjet printers. It was inspired by the concept of saving space in publishing texts without loss of height. This means it is a very condensed type. The visual advantage of Economica is that accomplishes this horizontal compression while keeping a strong personality. It is not a typical, neutral, sans serif. The open forms and tendency towards flattened curves allow it to be used in very small spaces while retaining high legibility. To contribute to the project contact Vicente Lamónaca.","{'strong', 'international', 'personal', 'visual', 'neutral', 'typical', 'national'}",['Vicente Lamónaca']
BenchNine,sans-serif,321,benchnine,"300,400,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"BenchNine-Regular,BenchNine-Bold,BenchNine-Light",benchnine,2012.0,"The design of BenchNine is loosely based on the look of the ink spreads and
bleeds characteristic of traditional or vernacular woodcut type. The design
takes a mash-up of a number of old Stephenson Blake designs and rounds the
corners a little. In theory the face should work well for headlines that want
to stand out just a little from the crowd.","{'characteristic', 'little', 'traditional'}",['Vernon Adams']
Baskervville,serif,322,baskervville,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Baskervville-Regular,Baskervville-Italic",baskervville,2018.0,"
Baskervville is a revival of Jacob’s revival of Baskerville’s typeface. It was distributed by the Berger-Levrault Foundry from 1815. The font Jacob produced was sold as a »Caractères dans le genre Baskerwille« i.e »Baskerwille alike fonts« — with a w instead of a v.


The particularity of Jacob’s Baskerwille is that the roman is very close to Baskerville’s typefaces while the italic is closer to Didot’s typefaces. The ANRT workshop aimed to digitize Jacob’s font in order to show his work which moves from transitional to modern styles.


Baskervville is designed by ANRT (Atelier National de Recherche typographique) students. 
To contribute, see github.com/anrt-type/ANRT-Baskervville
","{'particular', 'transitional', 'modern'}",['ANRT']
Rock Salt,handwriting,323,rock-salt,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,RockSalt-Regular,rocksalt,2010.0,"
Rock Salt was hand-crafted with felt-tip markers for a personal look you can pepper throughout your next project.

",{'personal'},['Sideshow']
